2016-08-22 09:55:20: -- Analysis Started by User
2016-08-22 09:55:27: Changes: 330, Conflicts: 0, CopyTime: 0, CopyState: 0/0, Errors: 0, All: 9024
2016-08-22 09:55:27: Left to Right: Copy File: 330 
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/95/cb3f1fb3655ad896f188314b4b9f5337beb7ee' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/95/cb3f1fb3655ad896f188314b4b9f5337beb7ee'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/96/6a281b114c44a8f0d6b20cbd6bc08bfc60168e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/96/6a281b114c44a8f0d6b20cbd6bc08bfc60168e'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/97/92371bcb197aec5e12c87c822db75d8765c21d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/97/92371bcb197aec5e12c87c822db75d8765c21d'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9a/7b34674e4b688a950652f5c0d696821e940438' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9a/7b34674e4b688a950652f5c0d696821e940438'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9a/db2858972efd9d45e5256c6dc710046cc45b8a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9a/db2858972efd9d45e5256c6dc710046cc45b8a'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9b/22e30f48666539a883c7e20f5534ab86a0b764' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9b/22e30f48666539a883c7e20f5534ab86a0b764'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9b/4ce4d8de252e3d95adcf17e9c0c37420edec3d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9b/4ce4d8de252e3d95adcf17e9c0c37420edec3d'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9b/dd83c8ded93d00b1e05abcfe1d6cb5b2ae96ef' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9b/dd83c8ded93d00b1e05abcfe1d6cb5b2ae96ef'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9c/1cf89037ecb1837e870fbca8dda2f529fcffd9' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9c/1cf89037ecb1837e870fbca8dda2f529fcffd9'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9c/63086ee251a4420abb8631796818051c43e474' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9c/63086ee251a4420abb8631796818051c43e474'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9d/70d0134b0c7442e39cfb346bc6683f723ca929' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9d/70d0134b0c7442e39cfb346bc6683f723ca929'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9d/a1ddfe78992a2fb7b7a8fb5fbb8149e3030964' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9d/a1ddfe78992a2fb7b7a8fb5fbb8149e3030964'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9e/4fce85145670bf4e093fa83e75740deef7489c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9e/4fce85145670bf4e093fa83e75740deef7489c'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9e/72bce4210ee4fe7508d78ad1289fd8e047b1dd' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9e/72bce4210ee4fe7508d78ad1289fd8e047b1dd'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9e/cc03ae56b25ab84f9800ad68113dadfef05775' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9e/cc03ae56b25ab84f9800ad68113dadfef05775'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9e/dbf55c92421b0ff6afa2bd40e209c02a0b71f2' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9e/dbf55c92421b0ff6afa2bd40e209c02a0b71f2'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9f/3ca39c5cf56b67f3ada85803f02192a23027d2' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9f/3ca39c5cf56b67f3ada85803f02192a23027d2'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9f/5942ee27d5860012799fcae719165d861b73fb' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9f/5942ee27d5860012799fcae719165d861b73fb'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/9f/71a38bccd55e9b63cf84e1ea19f1958d002987' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/9f/71a38bccd55e9b63cf84e1ea19f1958d002987'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a0/968972ff037f3df7a9d17bd2322c4355655cda' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a0/968972ff037f3df7a9d17bd2322c4355655cda'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a3/8f4e52cf2672582df1994d4e772691920436ff' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a3/8f4e52cf2672582df1994d4e772691920436ff'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a3/dcfc92b0324c82d62f9a40d74d2e1666836408' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a3/dcfc92b0324c82d62f9a40d74d2e1666836408'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a3/e10316aecaea34008f0c8b2bbef9e557c5322f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a3/e10316aecaea34008f0c8b2bbef9e557c5322f'
2016-08-22 09:55:29: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a3/f0b8991c78caa5ef2e8921ebbf8732a7723d03' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a3/f0b8991c78caa5ef2e8921ebbf8732a7723d03'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a4/fffb334bc0add43fd6e85419ffa40aa5bfc4ec' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a4/fffb334bc0add43fd6e85419ffa40aa5bfc4ec'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a5/8562397b77f8aa79659643e57d96533988e688' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a5/8562397b77f8aa79659643e57d96533988e688'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a6/61f98d310b74b4e18a927b7c08d8a71722a0d5' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a6/61f98d310b74b4e18a927b7c08d8a71722a0d5'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/a8/30e4952826fe6d4c2c9b6d66e96c40a32b36df' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/a8/30e4952826fe6d4c2c9b6d66e96c40a32b36df'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/aa/25227edd15d6b8069357a0746bef100b5c45b0' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/aa/25227edd15d6b8069357a0746bef100b5c45b0'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/aa/65bedb3b0b83709047eca99487e2d247340f04' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/aa/65bedb3b0b83709047eca99487e2d247340f04'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ab/0f7019a04b5fc71f01b880e94cc7e5f5512a78' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ab/0f7019a04b5fc71f01b880e94cc7e5f5512a78'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ab/32a5810f8db5bc37f7bfc975ccbebc929efb46' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ab/32a5810f8db5bc37f7bfc975ccbebc929efb46'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ac/ebf67f9e7c6f9ac3c46305e1fb8402d8daceb0' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ac/ebf67f9e7c6f9ac3c46305e1fb8402d8daceb0'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ad/0745c581c411b453a9ab29a266f3c647dab636' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ad/0745c581c411b453a9ab29a266f3c647dab636'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/ae/92eeb2d1d2d7799d0b4d5633d7a1a31380678c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/ae/92eeb2d1d2d7799d0b4d5633d7a1a31380678c'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b0/110c19dff7f741e1e085b9b2403de28973b404' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b0/110c19dff7f741e1e085b9b2403de28973b404'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b0/89c5d7c0c734183f4ab813123892310bb13d13' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b0/89c5d7c0c734183f4ab813123892310bb13d13'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b2/2941f6b57f7ca0995f44dde1f3e79ef23d8792' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b2/2941f6b57f7ca0995f44dde1f3e79ef23d8792'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b2/798576bf04e9b92febf33f7a73d0a2231f12b6' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b2/798576bf04e9b92febf33f7a73d0a2231f12b6'
2016-08-22 09:55:29: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b3/075b76cb184ae31ff15d7baf35aacc2b4d0dd1' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b3/075b76cb184ae31ff15d7baf35aacc2b4d0dd1'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b3/cc02d53e8d6a46b4e7fdbb352575c6801729bb' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b3/cc02d53e8d6a46b4e7fdbb352575c6801729bb'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b5/3d8b6c719f3fb703d5c40896680b77211ac594' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b5/3d8b6c719f3fb703d5c40896680b77211ac594'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b5/9029842d11de88fa5593f0725d61b2663338ec' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b5/9029842d11de88fa5593f0725d61b2663338ec'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b7/02fbc3967b4f49eddb394723822973f2f80fb4' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b7/02fbc3967b4f49eddb394723822973f2f80fb4'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b9/4e45f3dd675a03e7bf134a88c8bc4de1ac1798' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b9/4e45f3dd675a03e7bf134a88c8bc4de1ac1798'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b9/9301edc68544dbe175763b7c28e4f1b7d34bf8' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b9/9301edc68544dbe175763b7c28e4f1b7d34bf8'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/b9/970da430e5cba095a653c334d1647b6772472f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/b9/970da430e5cba095a653c334d1647b6772472f'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/bb/b830d19bbe66fa659230cafeb3a0475719b5cb' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/bb/b830d19bbe66fa659230cafeb3a0475719b5cb'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/bc/e9210d3bc243c7e4b13eacb32d7c37036fb159' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/bc/e9210d3bc243c7e4b13eacb32d7c37036fb159'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/bf/6a6de5602ce6c86ca746a35dfb07b22e77ab9d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/bf/6a6de5602ce6c86ca746a35dfb07b22e77ab9d'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c1/11d5e53712ef34ba82747a213204483d52992c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c1/11d5e53712ef34ba82747a213204483d52992c'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c1/fde48d96f785ef2c9fe1c9fae34ec95f6dac1f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c1/fde48d96f785ef2c9fe1c9fae34ec95f6dac1f'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c3/25524147bb6e958beec33287df4ced8cffeeb2' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c3/25524147bb6e958beec33287df4ced8cffeeb2'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c4/8e0b072d665e0a6a1b74595e3b1b0bb6d02077' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c4/8e0b072d665e0a6a1b74595e3b1b0bb6d02077'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c6/0dadebdb34d0a0e860c8f63704ea9fc12633f2' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c6/0dadebdb34d0a0e860c8f63704ea9fc12633f2'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c6/1169fc85631d35885e43be8468c96b37b2915d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c6/1169fc85631d35885e43be8468c96b37b2915d'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c6/64d971eb62a9e7f8153a5c8307ff2ec4925441' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c6/64d971eb62a9e7f8153a5c8307ff2ec4925441'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c8/04b20d18f7e7404a6caf9f9c39e5d1418bc12a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c8/04b20d18f7e7404a6caf9f9c39e5d1418bc12a'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c8/323aa5af51e4a7f49011d00391bdc275acd51e' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c8/323aa5af51e4a7f49011d00391bdc275acd51e'
2016-08-22 09:55:30: Copy Over '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c8/ee33fbeae35c07df631ede31a4dc3214d9974c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c8/ee33fbeae35c07df631ede31a4dc3214d9974c'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/c9/f17a568b6a00a717fe96f5ff49b991b8ffd284' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/c9/f17a568b6a00a717fe96f5ff49b991b8ffd284'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/cc/41495a5ca6510e5bd336192698e1aa4e3f1232' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/cc/41495a5ca6510e5bd336192698e1aa4e3f1232'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/cd/3370f879155538f09e40ff175437815c94bb4c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/cd/3370f879155538f09e40ff175437815c94bb4c'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/cf/37cc1e38cc907869f40a843270539905bc7bd4' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/cf/37cc1e38cc907869f40a843270539905bc7bd4'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/cf/d21d20d83000ffcc9df89a2e51874f108a3d3c' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/cf/d21d20d83000ffcc9df89a2e51874f108a3d3c'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d0/b1c93e0d385e8f40d159e218cbba40c3da8b49' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d0/b1c93e0d385e8f40d159e218cbba40c3da8b49'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d0/bde73c026b88cc300047afa017cfe2ba6acb86' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d0/bde73c026b88cc300047afa017cfe2ba6acb86'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d2/eac8d354e71d403442a55488aa4d25cb2ba7db' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d2/eac8d354e71d403442a55488aa4d25cb2ba7db'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d2/f4643e7150a142751debebfd3657ebbf242b97' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d2/f4643e7150a142751debebfd3657ebbf242b97'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d5/1883ec78b40d0627379dabf620ac97a9093970' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d5/1883ec78b40d0627379dabf620ac97a9093970'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d6/4483a4d73e43826320e2064d233bf261522e42' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d6/4483a4d73e43826320e2064d233bf261522e42'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d7/ca88870204f9e2a8a063e604bb55bffd3d81aa' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d7/ca88870204f9e2a8a063e604bb55bffd3d81aa'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d8/5a0b1a7d599c59efe1e2f926e78ff1f2f6ce6d' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d8/5a0b1a7d599c59efe1e2f926e78ff1f2f6ce6d'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d8/bfcfae65957cfd3015494bd5c3a3ca22219f6a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d8/bfcfae65957cfd3015494bd5c3a3ca22219f6a'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/d9/4ffe6a83671077e24f44d166364ca6afebad0f' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/d9/4ffe6a83671077e24f44d166364ca6afebad0f'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/da/c79e05fad5fdef31371fbbe9e7a7af0f2cf950' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/da/c79e05fad5fdef31371fbbe9e7a7af0f2cf950'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/dc/3fc6676c5f84bbbce7d25110044ac9c47abc38' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/dc/3fc6676c5f84bbbce7d25110044ac9c47abc38'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/dd/1af8abec5db96bc8e41a717dda506b14af61f7' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/dd/1af8abec5db96bc8e41a717dda506b14af61f7'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/dd/b761468eb97be52678188d99671ca459ee70ac' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/dd/b761468eb97be52678188d99671ca459ee70ac'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/de/013baf0dec0278b96d800b060abf5c16d7b5ff' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/de/013baf0dec0278b96d800b060abf5c16d7b5ff'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/de/396e9cdf360e00d8c9c178c19a86a9c851f6e5' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/de/396e9cdf360e00d8c9c178c19a86a9c851f6e5'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/df/4219609cd118d333f2e15a3d4873770a8ccfa0' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/df/4219609cd118d333f2e15a3d4873770a8ccfa0'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e1/a0cb3677d06dc14e3c4681c18936ba0f667e62' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e1/a0cb3677d06dc14e3c4681c18936ba0f667e62'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e2/abaed7f0274cd89c5b3f17ebdfe66d127005b4' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e2/abaed7f0274cd89c5b3f17ebdfe66d127005b4'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e2/f98f0f6d9d924986266b5ff2d543429f79fb31' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e2/f98f0f6d9d924986266b5ff2d543429f79fb31'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e3/1c2f355e72e9f3422a8e2e6de2b514b791588a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e3/1c2f355e72e9f3422a8e2e6de2b514b791588a'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e3/d2bae02aaf60d6f086b87bc355f5786271d257' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e3/d2bae02aaf60d6f086b87bc355f5786271d257'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e4/445927500b99b3bd9a2e8c214d275a4088ad52' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e4/445927500b99b3bd9a2e8c214d275a4088ad52'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e4/87c8c4526ec039a758cd85939763305a31c299' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e4/87c8c4526ec039a758cd85939763305a31c299'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e5/040d4c4f9cf54ef83120ba2ee1fbb384f6fc5a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e5/040d4c4f9cf54ef83120ba2ee1fbb384f6fc5a'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e5/7b5240b6248647ff034e794b74286e624d5472' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e5/7b5240b6248647ff034e794b74286e624d5472'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e6/11c7ac1458ded352c4c7c0b62fbabfaa22509a' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e6/11c7ac1458ded352c4c7c0b62fbabfaa22509a'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e6/915f4317692a2591ef8c96ef74c50ea42a6fba' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e6/915f4317692a2591ef8c96ef74c50ea42a6fba'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e7/25f4b477c86455458a2f75d68e3fc776045503' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e7/25f4b477c86455458a2f75d68e3fc776045503'
2016-08-22 09:55:30: Copy New '/Volumes/RyanWork/htdocs/vns-bodypaint/.git/objects/e8/6d45c518fb8313f274c6bb407bdf345f0763b6' -> '/Volumes/Ryan SSD/htdocs/vns-bodypaint/.git/objects/e8/6d45c518fb8313f274c6bb407bdf345f0763b6'
